,words,vectors,cluster,cluster_value,closeness_score,sentiment_coeff
57,10_69,"[-0.11532295  0.13360946  0.11305352 -0.08734669 -0.02979396 -0.04804096
  0.05938582 -0.0025811  -0.05072484 -0.16027172  0.11077382 -0.17399678
 -0.15322718  0.02524792  0.05486545 -0.00212516  0.00838676  0.03884905
  0.03175977  0.13216871 -0.06014114 -0.12452374 -0.13518757  0.14169732
  0.03420729 -0.10418966  0.11115432  0.14435616  0.1366855  -0.12213841
 -0.09012479 -0.02978092 -0.11850698  0.08483545  0.09490852 -0.1007252
  0.12346599 -0.14083727  0.10808646 -0.08696689  0.03513116 -0.05653525
  0.05990102  0.13832386 -0.02166185 -0.08702859 -0.1565547   0.06181542
  0.07561691  0.12145344 -0.06845494 -0.18040904  0.11849241 -0.07832306
  0.08068968  0.14519775 -0.06860315  0.02931339 -0.07074273 -0.11359966
 -0.10219234  0.00143425 -0.13782576 -0.03673103 -0.05298088  0.12207323
  0.02831877  0.10616916  0.0655508  -0.05845653 -0.0945752   0.17070547
  0.12763405 -0.16162996  0.09726185  0.14800629  0.16488513 -0.14431438
 -0.03902054  0.01961668  0.05116517 -0.03022489 -0.08535659  0.12201272
  0.11986746 -0.00231654 -0.1076516  -0.07544251 -0.08672674  0.07373282
  0.01256126 -0.0352603  -0.16383348 -0.02390727  0.12051219  0.11873493
  0.07614169 -0.05524227  0.15630817  0.01060484]",[1],-1,1.0066715193306228,-1.0066715193306228
58,soon,"[ 0.01933683  0.10821781 -0.1107761   0.1134933   0.17002024  0.0606143
  0.06144721  0.07649817 -0.03435012 -0.1400256   0.02366478  0.0141845
 -0.1164453   0.03501337  0.09522841 -0.12506078  0.04518216  0.1290057
 -0.14966162  0.05928142 -0.1470015  -0.13488169  0.12542024 -0.13086866
 -0.02402814 -0.13666442 -0.1372313  -0.12545481  0.00369816  0.03092646
 -0.13542263 -0.13570832 -0.05555163 -0.0317629  -0.11069367 -0.06987153
  0.05960524  0.04967806  0.11232913  0.07135426 -0.01579422  0.04910491
  0.15619165  0.0327439   0.0334948   0.02043816 -0.16253483  0.09063601
  0.08683858  0.00205932  0.16453299 -0.10226254  0.05452941 -0.1334766
 -0.15371615  0.03493048  0.08322804  0.10581362 -0.15361223  0.07715376
  0.04086703  0.07397694 -0.01432867  0.09591121  0.12123024 -0.14314756
 -0.16941638  0.12168202 -0.01777576 -0.15921079 -0.07255698  0.01868261
  0.14589997 -0.02993887 -0.01574732 -0.12550424 -0.13160005  0.02522825
 -0.0097234  -0.13273644  0.01459122 -0.15635994 -0.04372719  0.07618956
  0.01627785  0.13883084  0.11156677 -0.01942871  0.08812238  0.1045473
  0.15297548  0.15939966  0.08370603  0.08101741  0.12749492 -0.02352968
 -0.09739739  0.15058927  0.01760832 -0.08709828]",[1],-1,1.0022438343241313,-1.0022438343241313
59,please,"[-0.01378722 -0.07475972  0.14701776  0.05451125  0.06863942  0.09031942
  0.13387257 -0.0612282  -0.10292201 -0.05793618 -0.06262682 -0.1525079
 -0.00506556 -0.12159599  0.15689594 -0.05492631 -0.09139381 -0.14025243
 -0.05542595 -0.15125349  0.01717382  0.09319264 -0.03448301  0.11762948
 -0.03296079 -0.110745   -0.05280848 -0.06136307 -0.12180903 -0.15175885
 -0.06200323 -0.01128631  0.07740661 -0.11851944 -0.08891699  0.03346859
 -0.03726602  0.04515206 -0.03439606  0.05993547  0.12168272 -0.11629698
  0.05833909  0.09293179 -0.00381057  0.10840907 -0.09195815 -0.07677371
 -0.11828373  0.1519586  -0.1281728  -0.06620929 -0.01191925 -0.06885746
  0.15204759 -0.10640007 -0.12031868  0.1439408  -0.14048155  0.1595489
 -0.06602003  0.09456769 -0.01811877 -0.05957032 -0.1356592  -0.09057852
  0.11483057  0.09869485  0.00126028  0.108275    0.05110171  0.04985178
  0.04498125 -0.1522891   0.15069404 -0.12119228 -0.0462853   0.02372172
  0.07652251 -0.14484404  0.02382128  0.0979848  -0.1399518   0.16050746
 -0.08880249  0.15783045 -0.10681053  0.10312229  0.15521257 -0.14731881
  0.01302556 -0.10910831  0.12230398  0.1542743  -0.0823557   0.02268895
 -0.0314641  -0.1288158  -0.0013759  -0.15127225]",[1],-1,1.0218700399368148,-1.0218700399368148
60,tweets,"[ 0.04070984 -0.11309793  0.09625343  0.11776232 -0.03652427 -0.07153414
 -0.14261058  0.08815609  0.04247712  0.13708228  0.04543743 -0.05033965
  0.05766616  0.13769649  0.14850321  0.11770316 -0.12847042 -0.13293989
  0.11147231 -0.12143978  0.05456496  0.13340199 -0.0396597   0.10506122
 -0.13059866  0.1019984   0.0832405   0.04065454 -0.13626845  0.14175059
  0.12975498 -0.01138306  0.06383865  0.09966818 -0.03912761  0.09697863
 -0.07219621 -0.02991531 -0.02392242 -0.07230232 -0.0111012  -0.11574728
  0.05552258  0.14307201  0.080671    0.10530601 -0.08062219  0.0718753
 -0.10175845 -0.07348605  0.17126897  0.08785658 -0.08200677 -0.08961395
  0.1177347   0.0446518   0.10600957 -0.10457079 -0.02752771 -0.00715408
 -0.0068943   0.04237026 -0.11592975  0.06867783 -0.05906938  0.13531904
 -0.00871048  0.14485979 -0.01802638  0.09045305 -0.12489707 -0.14814925
 -0.00290457 -0.03594556  0.16156463  0.07460614 -0.0861944   0.11549278
  0.00434392 -0.14829178  0.08669023 -0.03248838 -0.15060376  0.14824526
  0.10714445  0.14387812 -0.00035519  0.12200555  0.09204286 -0.11142446
  0.15284264 -0.04579904 -0.15672049  0.13789418 -0.07316441  0.141588
 -0.12083364  0.1372892  -0.10465702  0.06162148]",[0],1,1.0315491152457088,1.0315491152457088
61,case,"[ 0.15849291  0.071739   -0.0330856  -0.08076275 -0.15892686  0.06615987
  0.12431534 -0.07364398  0.09527847  0.11178163 -0.1488758   0.03156682
 -0.11209373 -0.06986469  0.01507393 -0.11506759 -0.06620377 -0.12574321
 -0.11456936 -0.11576555  0.16395687  0.13843782  0.00138701 -0.04212947
  0.10076174  0.02386139 -0.14911808 -0.11968444  0.01302258  0.12920114
  0.05454386  0.16540015  0.10782946  0.00547964  0.13801304  0.15075527
  0.12866272  0.15140456 -0.15565187  0.05489905 -0.12931363 -0.11585068
 -0.13755834  0.05214678  0.00094706 -0.10173587  0.08899897  0.1275299
  0.0712776   0.12947671 -0.06462899 -0.10922966  0.06354823 -0.04459657
 -0.11622828  0.06019171 -0.05363552 -0.08535963  0.03844779  0.11408355
  0.1036677   0.00464232  0.138254    0.04906438  0.10207346 -0.01365686
  0.03780488  0.10146347 -0.16021511  0.09960259  0.01878667  0.09721942
 -0.02186087 -0.04469462 -0.08846188 -0.04430791 -0.04258192 -0.08411806
  0.01498057  0.12849848  0.08315633 -0.12450466 -0.12315734 -0.04349884
  0.06131788 -0.15009189  0.09916031  0.05303829 -0.04188644  0.14849025
  0.13469689  0.01520296  0.07738659 -0.15095453 -0.14057371 -0.04544314
  0.15289655  0.04890895  0.08737788 -0.11043389]",[1],-1,1.002369637671933,-1.002369637671933
62,true,"[ 0.07960604  0.00826561 -0.01562933 -0.0611031   0.09400703 -0.17258835
  0.09771434  0.10843648 -0.0465125  -0.07851265 -0.13984203 -0.12056194
 -0.09540527  0.05982671 -0.08937356 -0.02323188 -0.16702001 -0.06826398
 -0.01502217 -0.15021902  0.06151543  0.18483032  0.08411681  0.03503046
 -0.09173445 -0.02163351  0.04115088  0.03098748  0.16383776 -0.01764506
  0.13199364  0.11040165  0.05682699  0.13716097 -0.09440447 -0.07244365
  0.12956035  0.15994631  0.05856387 -0.07865155  0.14344835  0.05158417
 -0.00491007  0.16649137  0.08225852  0.07478049 -0.00184817 -0.1682782
 -0.05828965  0.0465786  -0.10294372  0.13170919  0.1388731  -0.16750968
 -0.10077405 -0.11245782 -0.01197215 -0.03357862 -0.04040314 -0.04030494
  0.06688423  0.1818507  -0.08788485 -0.15573977  0.06778195 -0.12076537
  0.1268487   0.05112896 -0.14875612 -0.14409381 -0.17453931  0.04366909
  0.05218802  0.04899434  0.00453433  0.01984742  0.05846236 -0.02957382
 -0.15140942 -0.01174299  0.06957402 -0.0491337  -0.04034999 -0.04028204
  0.13551404 -0.0559715   0.17630427 -0.07221078 -0.18573312 -0.12365229
 -0.08075695  0.02537396  0.09532779  0.04044505  0.17227733  0.01894847
  0.10573407  0.00188024 -0.04122094  0.11690754]",[1],-1,1.0093384765746563,-1.0093384765746563
63,3,"[ 0.03574671  0.1485442  -0.14634754 -0.15620957 -0.00958369 -0.03523999
 -0.04066261 -0.00881628 -0.09074433 -0.142459    0.14616492 -0.06055064
 -0.05053121 -0.0293028  -0.02196669 -0.16434133 -0.03138959 -0.02680827
  0.1545389  -0.14348087 -0.0841718  -0.03210554  0.05394649 -0.10729949
 -0.09963388 -0.1418681   0.09797663 -0.15729429 -0.05969274  0.00530413
  0.02685265 -0.17549871  0.15416485 -0.03661761  0.00429934 -0.15466683
 -0.14700565  0.0656464   0.07055836  0.05161101  0.10399322 -0.12363781
 -0.02282805 -0.04844866 -0.02382237  0.08016342  0.02337642 -0.1334164
  0.05766219  0.11245456 -0.10702692  0.05599767 -0.07746642  0.15820915
  0.0738453   0.03626193 -0.01737286 -0.16232221  0.1521792  -0.03133532
  0.13101326  0.06804688 -0.1487366  -0.01085915  0.04701095 -0.04499076
  0.17512433 -0.08800641 -0.12855329  0.06945596 -0.06465103 -0.12348892
  0.0366048   0.09448262 -0.09750444 -0.07753891 -0.12773491  0.02771541
 -0.08581998  0.15088339  0.01285642  0.03275324 -0.06013031  0.1335196
 -0.01259666 -0.1453854  -0.13175     0.00505376  0.13948168  0.05496956
 -0.09360528 -0.11877288 -0.17663345  0.07026266 -0.16792402  0.05873362
  0.02983348 -0.01569752 -0.17873323  0.10480658]",[0],1,1.0115025934392585,1.0115025934392585
64,seen,"[-1.06963649e-04 -1.68711722e-01 -1.27103209e-01  1.48811936e-01
  3.37435789e-02 -1.47198245e-01 -9.89340711e-03  1.02242880e-01
 -1.64136186e-01 -1.19592518e-01 -1.91895012e-02 -1.71658784e-01
  1.07847024e-02  3.66469733e-02  1.53321549e-01  1.47580896e-02
  2.78848056e-02  7.46875331e-02 -7.52971917e-02  1.24902777e-01
  7.46950880e-03 -6.34896010e-03 -1.63170636e-01  6.58791745e-03
  1.14339352e-01  3.33093293e-02 -1.42286241e-01 -6.57877177e-02
 -1.09567769e-01  1.02397613e-01 -1.13467872e-01  1.02471575e-01
 -9.27526355e-02 -1.17743760e-01 -1.39352620e-01  7.18512312e-02
 -1.60087377e-01 -1.03877105e-01 -1.24267623e-01 -7.98180848e-02
 -7.09002763e-02  2.91801859e-02  1.13230780e-01 -2.08909269e-02
 -9.35062170e-02  3.14846374e-02  9.57020894e-02 -9.41110104e-02
 -9.11261737e-02  9.26763713e-02  1.21228628e-01 -1.44355431e-01
  1.40232384e-01 -1.65951952e-01 -1.24288522e-01 -1.03542402e-01
  3.22604701e-02  1.38796854e-03  5.21475859e-02  1.28473535e-01
  7.94390664e-02 -5.06906100e-02 -1.19146466e-01 -1.41124293e-01
 -2.07685754e-02  1.75154731e-01 -1.28333911e-01  6.23424239e-02
  7.48439953e-02 -6.99602962e-02 -1.24806173e-01 -9.99380425e-02
 -8.59370530e-02 -1.24348044e-01  1.09466009e-01 -1.32296979e-01
 -5.05691916e-02  7.77242035e-02  1.64847670e-03 -1.36315390e-01
 -8.44397619e-02  6.16662465e-02  4.01454568e-02 -2.61640064e-02
 -1.81378871e-02  5.01164533e-02  2.08691750e-02 -4.54290397e-02
  1.00167602e-01 -1.37610763e-01  1.15349688e-01 -1.68674365e-01
 -4.04516943e-02  1.20848209e-01 -5.52682206e-02  1.19306758e-01
  9.80811492e-02 -1.33601829e-01 -1.53829223e-02 -7.61705115e-02]",[1],-1,1.0108836818907105,-1.0108836818907105
65,party,"[-0.1399903  -0.01354482  0.11316565  0.15117306 -0.08686101 -0.04873283
 -0.10186008  0.02476941  0.04542898 -0.17067502  0.03955875 -0.15454581
  0.00738801  0.08291338 -0.09037441  0.00343488 -0.03600628 -0.15421134
 -0.04196487  0.07485352 -0.14674194 -0.10043472 -0.00539057  0.13889125
  0.02399748  0.16873299 -0.13553795  0.15244707 -0.08499091 -0.10955898
 -0.1345679   0.03597836 -0.04745141  0.13033804 -0.01254703  0.04683938
  0.10053354 -0.15313582 -0.03715456 -0.08558613 -0.15020978  0.05956657
  0.0409446  -0.04176656 -0.03097056 -0.11582529 -0.05893292  0.02107898
  0.13424785  0.1241409  -0.05684558  0.05804294 -0.04680702 -0.08040113
 -0.06105145 -0.10567062  0.06186    -0.13520464 -0.13438405 -0.07576626
  0.12725046  0.03383188  0.09236813  0.14174365 -0.11335307 -0.07800401
  0.1359579   0.08656968  0.07875381  0.15873612  0.15092015 -0.0476518
  0.01882791  0.09442345  0.15639313  0.17208493 -0.14219543 -0.08885396
  0.08416533  0.016277    0.0014563   0.1292841   0.11013434 -0.12003393
 -0.04751723 -0.14434755  0.12006954  0.04941317 -0.03611489  0.0311219
  0.13557991  0.14450634  0.10595753  0.05591887  0.03078081  0.14502294
  0.02345415  0.00460811 -0.16850545  0.0435399 ]",[0],1,1.006952025122347,1.006952025122347
66,first,"[-0.143269    0.11276424 -0.0946156  -0.02940771  0.01809068 -0.03624067
 -0.1521208   0.07223099 -0.11159837 -0.14892326  0.06511828 -0.01465861
  0.11176569 -0.11810733  0.01469654 -0.01290329  0.09882769 -0.17099856
  0.099591   -0.15475945 -0.13014247  0.01613269 -0.04041132 -0.06589605
 -0.09087291  0.07020225 -0.16040045  0.01603522  0.0681082  -0.00508214
 -0.00736648  0.12651932 -0.16353989 -0.15307273  0.07022154  0.15242949
 -0.13621628 -0.14492631 -0.01344148 -0.1552883   0.03528252  0.15796536
 -0.10420063 -0.11467926  0.15299737 -0.01159386 -0.06568849 -0.04758906
 -0.14686105 -0.07727282 -0.06373487 -0.0020932   0.01008658  0.13218546
  0.11714742 -0.02483988 -0.16820945  0.04494314 -0.10822771  0.15828493
  0.06389803 -0.01387928  0.10857748 -0.05815028 -0.06931338 -0.00280078
  0.14608638  0.10204773  0.02494464  0.06840295 -0.05345397  0.15529627
 -0.11987334 -0.05520163 -0.08703566  0.14978668 -0.05318825 -0.04113434
  0.11894955 -0.165382   -0.05016209  0.0480758  -0.10860471  0.153869
  0.01717937 -0.08465686  0.08158603  0.13590622  0.01999094  0.11471696
 -0.11236925 -0.05810003  0.16713148  0.09897164  0.03094894 -0.05553336
  0.07671732  0.03928055  0.13627623  0.00031674]",[1],-1,1.01153026506498,-1.01153026506498
67,talk,"[ 0.14354825 -0.09783193 -0.12700139 -0.0234199   0.04966653 -0.03311334
  0.09831861 -0.14046519 -0.15038052  0.12655464  0.10579021 -0.06822018
 -0.06712938 -0.05935922 -0.00086524  0.15153185  0.01589425 -0.03421422
 -0.05703716 -0.0348458  -0.15354075  0.11400346 -0.150827   -0.05160541
 -0.11887927  0.1513011   0.09671008 -0.00799613  0.06543314 -0.04061678
  0.16378751 -0.06055818  0.08114216 -0.0633617   0.15947887  0.15858288
  0.10405073 -0.00414286 -0.02815633 -0.14454298  0.1558667  -0.14096667
 -0.10947301  0.09318966 -0.03811657  0.13317126 -0.1313638   0.15356053
  0.03758921 -0.14286704  0.06586195 -0.08274723  0.106604    0.10998306
 -0.14629655  0.10792149  0.08784362  0.10825239 -0.11780415 -0.10949746
 -0.14797181  0.08788095 -0.06710514  0.08014702  0.08006915  0.1349705
  0.03749828 -0.01809301  0.02442169  0.0497516  -0.14644374 -0.09973582
 -0.01584421  0.08160989 -0.00269699 -0.16138612 -0.01051067  0.11933023
  0.10576151  0.05791032 -0.07678902 -0.06212806 -0.03470348 -0.10022958
 -0.14355335 -0.00938447  0.03009811  0.08064771  0.05994247  0.14284615
 -0.11299053  0.15490341 -0.05579488  0.0135423  -0.07116045 -0.06757235
 -0.02483643 -0.12539166  0.14975049  0.0761335 ]",[1],-1,0.9971251614176518,-0.9971251614176518
68,work,"[-0.03713923  0.03145855  0.12837724 -0.09224896  0.06267336  0.01158916
  0.04761803 -0.03511057 -0.1622203   0.09664109 -0.02336388 -0.13664837
  0.01171165 -0.10139181  0.12613261 -0.10509499 -0.02706035 -0.00649191
 -0.07047266 -0.0562239   0.12066888  0.03042112 -0.15406768 -0.0046631
 -0.1565925  -0.05193146  0.08146881  0.06078814 -0.09430618  0.02395952
  0.09544929 -0.12317082 -0.05553625 -0.04050376 -0.14613533  0.03453769
  0.106922    0.04014637  0.03903193 -0.01327591 -0.01328978 -0.10300061
 -0.00810639  0.10831251  0.04880388  0.00896255  0.12864766  0.04598318
 -0.12193704  0.12005064  0.15693969 -0.14919966  0.11872026 -0.12474421
 -0.00589677  0.07574762 -0.09435514 -0.13068968 -0.11972412 -0.16254713
 -0.10953655  0.15695003  0.04806064 -0.14891207  0.13974106  0.11851563
  0.12914288  0.15788093 -0.14245482 -0.03607132  0.03444756  0.03970842
  0.07941199 -0.12696527  0.07910819  0.16322216 -0.1472645   0.129688
  0.05271042 -0.06832325 -0.02525575 -0.13985425 -0.12295163  0.09064525
 -0.05143229  0.16412863 -0.13175383 -0.11579239  0.10093764  0.1294775
  0.06056139  0.11891383  0.10659517 -0.09491056  0.1429871  -0.10409355
 -0.04728971 -0.09829591  0.10004052 -0.07204974]",[0],1,1.013380607268787,1.013380607268787
69,week,"[ 0.05449276 -0.02527596 -0.0178123  -0.10360289 -0.10135651 -0.06775086
  0.00978649  0.03074087 -0.05984208  0.03450605 -0.1035661   0.17497182
 -0.01364547 -0.12299695 -0.03177153  0.13963504 -0.01744781 -0.09789278
 -0.14376628 -0.10714424 -0.05555583  0.14111422 -0.12327796  0.02541128
 -0.00158215  0.06977665 -0.1437151   0.13697883 -0.05446472  0.09384627
 -0.16759907  0.09489848 -0.1468893  -0.05890688 -0.02580381 -0.05975983
 -0.01690898 -0.00455313  0.07827528 -0.04387135 -0.07085485 -0.10841165
  0.14640908  0.08189817  0.16534469  0.09837808 -0.08531644  0.1450093
 -0.12348633  0.05669978 -0.053345   -0.00089526  0.06428965 -0.04880327
 -0.07751998 -0.03443092  0.01050541  0.11539658 -0.11032096  0.08663449
 -0.06649452 -0.13821821 -0.10338088  0.03266966  0.14912896  0.14171481
  0.16663718  0.12396824 -0.05525905 -0.03879199  0.1548078   0.11374927
  0.10860202  0.1222873   0.03112745  0.0440701  -0.14499953  0.13335966
  0.16609803 -0.12571579  0.0202294   0.15433468  0.06379306  0.12860155
  0.13254176 -0.03074199  0.15538742  0.10826109 -0.02929774 -0.00039686
  0.17583571  0.10781337 -0.12152707 -0.06151217 -0.05745672  0.06125776
  0.01970356 -0.1561474   0.03555679  0.1707066 ]",[1],-1,0.9993744598931273,-0.9993744598931273
70,small,"[ 0.04025078  0.075574    0.03667122  0.14049967  0.15365654  0.05107933
 -0.03909654  0.06566416 -0.13426805  0.13842003 -0.07159071  0.16848272
 -0.16362166 -0.04346263  0.15438657 -0.07192428 -0.03165589  0.08104676
  0.159228   -0.00776379 -0.11536001  0.17469428 -0.16007829  0.02064789
  0.09441359 -0.13488673 -0.09847665 -0.16030878 -0.00486413  0.08561177
 -0.13981019 -0.04922345  0.14445041 -0.07743349  0.05053294  0.06402806
 -0.06431179 -0.09171902  0.14132714 -0.0456891   0.15438768 -0.04008468
  0.0518982   0.09601378  0.01135831  0.07741769 -0.10466541  0.14285928
 -0.02734008 -0.07404082  0.09345272  0.16600321 -0.09939007  0.01559135
  0.07593839 -0.04691041  0.01189469  0.15127651  0.1280512  -0.10844582
 -0.05546306  0.16093637 -0.0086153  -0.16483854 -0.01823505 -0.11493389
  0.01775841  0.01491588 -0.07745989 -0.07634129  0.14830647  0.07738983
  0.04477874  0.03177645  0.14335722 -0.08466955  0.10552661 -0.01707906
 -0.13332152 -0.1670392  -0.02954159  0.13886876  0.03681808 -0.15041412
  0.01929258 -0.05906571 -0.07230855  0.14118579  0.10328616  0.00556326
  0.04459284  0.01964892 -0.17158623  0.05235562  0.12629925  0.07233749
  0.04199529 -0.06308997  0.03644709 -0.13069196]",[1],-1,1.0098437862091612,-1.0098437862091612
71,war,"[ 7.05608800e-02  4.03602943e-02 -6.00284524e-03 -9.88709740e-03
  4.40150201e-02  3.65288034e-02  2.64165588e-02  1.52289495e-01
  5.83184958e-02  2.35797651e-02 -4.97129150e-02 -1.02614753e-01
 -1.55020267e-01 -5.38521744e-02  7.22337142e-02  1.26000792e-01
  1.12921493e-02 -8.07054341e-02  5.98285981e-02 -6.57370761e-02
 -1.18535198e-02  1.48651153e-01  1.37119606e-01 -6.86779572e-03
 -9.92294848e-02  6.12318069e-02  1.62597090e-01  1.43062785e-01
 -3.29582617e-02  1.18894584e-01  1.54310137e-01 -1.57650650e-01
  1.48136556e-01 -1.04583938e-04 -8.76182243e-02  6.23189621e-02
  1.47991076e-01 -1.21267460e-01  1.13974012e-01 -1.07477739e-01
 -1.29930183e-01  9.22096372e-02 -7.59587735e-02  7.91641846e-02
  1.23209365e-01  1.61210164e-01  9.41261351e-02 -1.47856146e-01
  5.47026508e-02 -1.48450002e-01 -5.01914369e-03  1.61774710e-01
 -8.57218951e-02  6.81675598e-02 -9.51645523e-02 -1.33897439e-01
  1.33257538e-01  5.41802943e-02  1.21326432e-01  4.94842194e-02
  1.90925766e-02  6.28107861e-02 -1.40806809e-01  1.09503694e-01
 -7.59001970e-02  7.67518356e-02 -8.97408426e-02  1.77404676e-02
  6.63124993e-02 -4.04026136e-02 -1.25756055e-01 -1.01595134e-01
 -1.65070802e-01  1.61146134e-01 -7.24207684e-02 -1.69610232e-02
 -1.50098190e-01 -7.57522658e-02 -8.14506114e-02  5.00105917e-02
  9.36003551e-02  5.83839118e-02  1.64221644e-01  3.25404815e-02
  1.63631752e-01  1.25695184e-01  4.59959097e-02  3.57712246e-02
 -1.24337584e-01 -3.97804640e-02  9.48155671e-02 -1.34299576e-01
  3.72881517e-02 -1.25828177e-01  1.61764205e-01 -6.92852132e-04
  1.52027486e-02 -8.01052302e-02  1.01061143e-01 -1.18786477e-01]",[0],1,1.013864806126936,1.013864806126936
72,note,"[-0.12983099  0.1251119  -0.05092821 -0.01338787  0.10050534  0.06835457
  0.12291471  0.14190003  0.09154494 -0.15815096  0.08297759  0.15250382
 -0.06733293  0.02499928 -0.04947564 -0.06157522  0.1621749  -0.0291524
  0.05966063 -0.10837258  0.10946946 -0.0431802  -0.07267155  0.03947261
  0.16870551 -0.10498391  0.05846834 -0.03778389 -0.14499587 -0.08030051
 -0.14648977  0.1185255  -0.0493658  -0.09191199  0.00095848  0.09807552
  0.15308179 -0.18686113 -0.01272792 -0.0297146  -0.04663068 -0.00072827
  0.14428197 -0.0331619   0.17359819  0.01391869 -0.03024015  0.11534002
  0.12938303  0.01627362  0.01968804  0.09019139 -0.07597253  0.08786569
  0.00531359 -0.10614292  0.11962481 -0.07098038  0.02188229 -0.10670093
  0.04387036  0.11142089  0.07250717 -0.14200379 -0.13203748  0.13602088
  0.067281    0.02257524 -0.11317798 -0.01052544 -0.17491354  0.01092453
 -0.07883073  0.00828294  0.09032536  0.05016718 -0.1284943   0.01675024
 -0.12479434 -0.07057352  0.0291565   0.13905288 -0.12286323  0.05998989
  0.13588144  0.19358866  0.10033427 -0.13080382  0.08333818  0.14991018
  0.08489077  0.05710105 -0.03431246  0.07293167  0.08874016  0.17317799
 -0.06380939 -0.16996515  0.09791452 -0.10857283]",[1],-1,1.0416386739995322,-1.0416386739995322
73,humanity,"[-0.01093948  0.02903358 -0.01467429 -0.06663203  0.01609799 -0.16822797
  0.0275733  -0.06179934 -0.09958304  0.0638128   0.02336196  0.05524618
  0.01744126 -0.15587135  0.16941398 -0.062253   -0.03442733  0.11013476
  0.0003215   0.04818442  0.04272463  0.04548908  0.11970152  0.15836364
 -0.01227583 -0.05540539  0.07357156 -0.14606382  0.13651857  0.04057236
  0.10235266  0.05466637 -0.0239567   0.01609656 -0.08778123  0.15809494
  0.07847937  0.05372617 -0.08553468 -0.14819814  0.1316973   0.05089842
 -0.07173371 -0.14473672 -0.06263898  0.027746   -0.15700592 -0.00194318
  0.04843692 -0.16467813  0.00800415 -0.1121329  -0.06165675 -0.02311176
 -0.16266978 -0.06197586 -0.11534681 -0.1217946   0.01922609  0.04551062
  0.15127578  0.15211645 -0.11484618 -0.15340897  0.12102392  0.09509389
  0.12218887 -0.04869454 -0.08772936 -0.07001314 -0.14575161  0.09281056
 -0.05453645  0.14250796 -0.09007204  0.16601178 -0.07553125  0.14394255
 -0.09258147 -0.12826622  0.12532191 -0.16454482 -0.15044588  0.08942685
 -0.16818072  0.09463173  0.05616354 -0.11786692  0.06050907  0.02172367
  0.1490666   0.0527927  -0.08972137 -0.03712177  0.12015434 -0.10450171
  0.15795456 -0.05905033 -0.0856548  -0.07261737]",[0],1,1.0155920621665215,1.0155920621665215
74,next,"[ 0.05421874 -0.16883092  0.05876046 -0.0775273   0.17207956 -0.09274384
 -0.13805561  0.06747966  0.15493187  0.0481983  -0.04266007  0.05729714
 -0.1541192  -0.07046662 -0.0737568   0.03069858 -0.10849259 -0.13923846
 -0.11454337  0.08968506  0.05183368  0.15924893  0.04548277  0.09412689
  0.07407331  0.08211681 -0.08805537  0.02021011 -0.00192439  0.09010667
 -0.11629415 -0.00469218  0.07021772 -0.08428122 -0.15578933  0.10481007
 -0.02145114  0.00119872 -0.10999407  0.14672916  0.01475597  0.03270292
 -0.00627255  0.01328595  0.10454123 -0.15906534  0.03836492 -0.09980192
  0.16797397  0.07853986 -0.08660059 -0.03064715 -0.09774615  0.15223072
  0.16271277  0.0412707   0.17102028 -0.08256479  0.04303439 -0.08458713
 -0.15634881 -0.07006468 -0.03109974 -0.09885985 -0.09001321  0.01443555
  0.00301822 -0.14526571  0.12100591  0.03147152 -0.17186776 -0.03006725
 -0.13161431  0.13066906 -0.01450171  0.14327253  0.08697061 -0.06953707
 -0.16141635 -0.11144673  0.15334296 -0.02778191 -0.00824462  0.00767321
 -0.14778498  0.07899556 -0.14677908  0.16426475 -0.13687444  0.13698758
 -0.02994503 -0.03124618 -0.04233352  0.02130106  0.04832857  0.03408046
 -0.00790892  0.12958889 -0.12069795 -0.13736925]",[1],-1,1.004707909797868,-1.004707909797868
75,actually,"[-0.12147396  0.10941747 -0.0293987  -0.07979035  0.08513708 -0.13663654
  0.05240814  0.16764887  0.11571926 -0.05187752  0.03764288  0.08200158
  0.1635789  -0.045151    0.02399778 -0.07271749 -0.05121478  0.00871836
  0.03622265 -0.09269292  0.07362068 -0.08308969 -0.07312532 -0.15299273
  0.12878005  0.07302713 -0.0396143   0.13862574  0.02949318 -0.16772853
 -0.13005558 -0.06662284 -0.12405311  0.12463003  0.08142567  0.03848007
 -0.014569   -0.12953535  0.10173687 -0.09089692 -0.0455126  -0.09778921
 -0.03705078 -0.1579272   0.0591684  -0.12424764  0.11234739 -0.12816304
 -0.09940041  0.00321772 -0.12790962  0.08553538 -0.07442515  0.00766592
  0.13380457  0.05340068 -0.00202814  0.1292958  -0.0082702   0.09832636
  0.10056615 -0.13230129  0.02964421 -0.16049322 -0.02986445  0.14787854
 -0.03954061 -0.07985749  0.04522602  0.126679    0.10872803 -0.11195993
  0.11925924  0.12774202 -0.0880245  -0.01876296 -0.00942038 -0.15963738
 -0.04192021  0.1658557  -0.04442468 -0.13083968 -0.07331043 -0.1565603
  0.03081372  0.10577859  0.01005213 -0.0574173   0.16406247 -0.16022383
 -0.07407969 -0.16140848  0.16066971 -0.02960325 -0.08633731 -0.12828296
  0.1389837  -0.053078   -0.10215984  0.06322154]",[1],-1,0.994167117690099,-0.994167117690099
