,words,vectors,cluster,cluster_value,closeness_score,sentiment_coeff
343,simply,"[-0.07051657 -0.04818317 -0.01308326 -0.12806056  0.10844134  0.14688073
  0.17163087 -0.06532129  0.08780061  0.13244903  0.01203307  0.16850485
 -0.00263644  0.09622635 -0.09464183 -0.03618486  0.11003147 -0.1432475
 -0.15426603 -0.02103412 -0.02396583  0.11132722 -0.0569451  -0.02466253
  0.07137071  0.03095169  0.02834399 -0.03486187 -0.17588234 -0.16967434
  0.03719468 -0.05053056  0.15414213  0.06429347  0.11133303 -0.1452715
 -0.0234247  -0.09753501 -0.1390528   0.0913028   0.16172035  0.02401022
  0.12105155  0.14467333 -0.02808342 -0.1056775   0.15378459 -0.0602903
 -0.02867895  0.11378732 -0.09797034  0.04017003  0.16802505  0.07021658
 -0.13295574 -0.1343033  -0.07555789  0.14915386 -0.11882906 -0.00294143
 -0.01299734  0.09560654 -0.01909526  0.03596528 -0.00933136  0.16861466
 -0.08236147 -0.05473569 -0.10524873 -0.14669766  0.14698641 -0.0037929
  0.05508505  0.02236972  0.06191923  0.02606708  0.0192541  -0.16251881
 -0.1071265  -0.14504983  0.03864646 -0.16298364  0.10198513 -0.00375327
 -0.06335997  0.0072596  -0.04433791  0.06344797  0.00879638 -0.08075763
 -0.04257932  0.1344203  -0.14341585  0.03869672 -0.02356169 -0.14445911
  0.05795053  0.16915552 -0.13056429  0.12394779]",[1],-1,1.0162997513517706,-1.0162997513517706
344,list,"[ 0.07147794  0.0516173  -0.1693892  -0.12030302 -0.10900225  0.08623914
  0.03258161 -0.14812106  0.07747175  0.03463714 -0.06361133 -0.1619359
  0.06237543 -0.06262465  0.14282817  0.0437131   0.11852864 -0.15269506
  0.11572663  0.07591368  0.10337344  0.08102658 -0.08159547 -0.15706956
 -0.12151514 -0.09009823  0.14701253 -0.04666734 -0.04406249 -0.05634638
 -0.05601203  0.10190775 -0.15520409  0.09244245  0.10641785 -0.1437432
 -0.09299354  0.1111744   0.07448708 -0.14408055  0.08469073 -0.10567357
 -0.12462322  0.03593158 -0.03750145  0.1468944   0.16271943  0.12462385
  0.01357062 -0.12971549  0.14082165  0.13756295  0.15620022  0.12136329
 -0.02437823 -0.14305583  0.11601999  0.06270552 -0.10767575 -0.0659664
 -0.12479279  0.10661549 -0.02309272  0.01489611 -0.03684031  0.13424352
 -0.03348146  0.01966102 -0.00320473 -0.07815522 -0.07270101  0.04834849
  0.15880199 -0.01699765  0.12691468 -0.10069833 -0.1588153   0.01683055
 -0.01608355 -0.11794541 -0.08623722 -0.04560952  0.07422081  0.05241898
 -0.06700365 -0.04433101 -0.02966572 -0.00510939  0.14538412  0.00781598
 -0.11234233  0.13811336 -0.01227064 -0.03603352 -0.08332156  0.16550323
 -0.16870758 -0.02031977 -0.07758252 -0.06996432]",[1],-1,1.0053878015475557,-1.0053878015475557
345,50,"[-0.05840345  0.09232657  0.05655775 -0.01661288  0.07060371 -0.07506218
 -0.04936116 -0.11149957 -0.05918325 -0.1251215   0.0970414   0.09930766
 -0.07228127 -0.11804336 -0.14646484 -0.03569545 -0.01005875  0.01449124
  0.04117121  0.08470134 -0.09142297  0.09749363 -0.11126982  0.16580406
  0.11951987 -0.11864396  0.0837076  -0.09038074 -0.01181432 -0.12270748
 -0.09961545 -0.13268515 -0.08891115 -0.1470515   0.06245996 -0.10040724
 -0.1496484  -0.12029141 -0.16456528 -0.02474375  0.10866409  0.02849483
 -0.13771878 -0.04193292 -0.04188765 -0.15407275 -0.11042956  0.14343879
 -0.04792156 -0.14768516  0.00313032 -0.12538774 -0.0799921  -0.09789766
  0.05517191 -0.09221558  0.08334768 -0.09115345  0.1290751   0.14923728
  0.01019963 -0.06490971 -0.06605528  0.1330664   0.15815546 -0.09606506
 -0.14983177  0.00386762 -0.11553177  0.14818184  0.03785002 -0.13358353
 -0.0493991  -0.01116133  0.12969266 -0.02997842 -0.14370649 -0.07824989
  0.04787452  0.02247652 -0.14007285  0.12100855 -0.06093544  0.06277322
  0.02109764  0.16112857  0.13890961 -0.10276704  0.12806801 -0.08312062
 -0.15958624 -0.01246249  0.06592521  0.04388986 -0.15568879 -0.10294966
  0.04997646 -0.01356194 -0.09259641  0.131736  ]",[0],1,0.9868907890541853,0.9868907890541853
346,commitment,"[ 0.13624077 -0.03881826  0.13967402 -0.14782682  0.13406792  0.07599171
  0.08423184  0.16043085 -0.04091336  0.09830146  0.16206972  0.06333794
  0.10776981 -0.12557231 -0.13847171 -0.11737137 -0.10231676  0.08959799
  0.12978496  0.0054911   0.04506377  0.07932772 -0.06596576 -0.11178325
  0.06264515  0.14217962 -0.16222416  0.06682716 -0.10559481 -0.15721238
 -0.0826944  -0.02335582 -0.00451786  0.15191928 -0.04432836 -0.13629977
  0.1226918  -0.07172619  0.02876451  0.07961264 -0.0955803   0.06376461
  0.15939371  0.04211847  0.00616741 -0.04415071 -0.01664603 -0.01189108
  0.14988881 -0.09707313  0.09436857 -0.01033991  0.13949852  0.06876399
 -0.04301502 -0.04466145  0.10039873 -0.13407852  0.15102762 -0.04416196
  0.14046472 -0.06190925 -0.14989062 -0.10394955  0.08262663  0.136915
  0.03748386  0.14768672  0.14897019  0.04768191 -0.16596161 -0.05681067
  0.05695496  0.1525614   0.11263265  0.07420454  0.0282423  -0.04459626
 -0.07286772 -0.08735659  0.0962337  -0.12685052 -0.04799919  0.12417105
  0.08814949  0.13914697 -0.03646136  0.04649974  0.01033943  0.06534126
 -0.0836672  -0.1283671   0.13444278 -0.07890931 -0.00628787 -0.14119743
 -0.03202611  0.00725788 -0.13199024 -0.01224739]",[1],-1,0.994259166321259,-0.994259166321259
347,aiming,"[ 0.08029782  0.00354654 -0.09222926  0.02361569 -0.1226842  -0.16051291
 -0.01393065  0.03294817 -0.06472656  0.09717657 -0.1521294  -0.17557995
 -0.08455862  0.1259627  -0.00707215 -0.0845057   0.16702409 -0.13173209
  0.09056301 -0.07325248  0.11305653  0.08396809  0.1281634   0.01087781
  0.07508679  0.14970124 -0.02714856 -0.14945027 -0.08276842  0.15828478
 -0.02466503 -0.16801313 -0.03048781  0.0489541   0.07534701 -0.12628216
 -0.11463815 -0.18080173  0.04369828 -0.03463045  0.08306448  0.17415042
 -0.1161358   0.16462776 -0.07268471  0.01651584  0.08133128 -0.08812056
  0.01479223  0.01710245  0.11432175  0.0308792  -0.13246281  0.04453875
  0.0163135  -0.13680215  0.12591307  0.09316816  0.13230729 -0.08651977
 -0.14553978 -0.07817044 -0.07444681  0.00138272 -0.12441352 -0.00499947
 -0.14839253  0.08072116  0.05575555  0.00214929  0.02646121  0.14311317
 -0.12658784 -0.05237184  0.09712216 -0.13594617 -0.17808819 -0.10411494
 -0.01414729 -0.17109372  0.01438915 -0.0758638   0.08672753  0.07930915
  0.07087767  0.11388386 -0.01896218 -0.01011665 -0.08000136  0.0363552
 -0.10361395 -0.09929276 -0.14071372  0.11315087  0.16726503  0.01114777
 -0.00476985  0.04144656 -0.11840457 -0.02008053]",[0],1,1.0070003721540943,1.0070003721540943
348,2/3,"[ 0.1468989  -0.05891692 -0.16847469 -0.06356944  0.14645062  0.09127656
 -0.06077996  0.08054417  0.02503169 -0.12311859 -0.04524186 -0.09930479
 -0.03297175  0.01888993  0.15019678 -0.04226726 -0.09332158 -0.05338881
 -0.12106532 -0.15737061  0.0144963  -0.0771363  -0.00797445  0.04042076
  0.07007942  0.16412227  0.17037584 -0.03720307 -0.01509688  0.06310961
 -0.09116678  0.1780769  -0.05392052  0.08880039 -0.08499753 -0.11019407
  0.12977448  0.05589757 -0.03458896 -0.09836503  0.14262126 -0.16015892
 -0.01142784  0.08837555  0.05102725  0.09468216  0.15612982  0.08295272
 -0.07811007 -0.0519895  -0.1153338   0.08115149 -0.14830616  0.07056832
 -0.04871717 -0.02653994 -0.04702963  0.01370192 -0.0152386  -0.04041725
 -0.05863898 -0.1168229  -0.04195618  0.0057601  -0.13096313  0.168831
  0.03677485 -0.15032646 -0.03652947  0.0481708  -0.02047972 -0.12473381
  0.15761097 -0.11456387 -0.07292353  0.12401138  0.16958961  0.1726119
  0.04306655 -0.17368868 -0.0775567  -0.14419319  0.1306054  -0.1054819
 -0.06394344  0.00320295 -0.16119611 -0.16738722 -0.10646439 -0.03249
  0.13958469  0.02668581 -0.06110509 -0.0965369   0.1608449   0.01934097
  0.06907456  0.04894475  0.00787409 -0.11583763]",[1],-1,0.9986861974272688,-0.9986861974272688
349,team_!,"[ 0.06265125 -0.1587304  -0.03806912 -0.16917317 -0.13670778  0.07882519
  0.07449908 -0.09273402 -0.09724364 -0.05210687 -0.12232146  0.10694127
  0.13197641 -0.03450954 -0.0296756   0.13104601 -0.05073258  0.1540382
  0.07214517 -0.11741546 -0.05083099  0.1471566  -0.14536873 -0.11062454
 -0.16819505 -0.03716766  0.04490025 -0.0782899   0.02253069  0.02322097
  0.09788614  0.13186353 -0.02233578  0.12659965  0.04697444  0.1705371
 -0.14711776  0.09268684 -0.11681627  0.05047613  0.16785392 -0.12276571
  0.03509115  0.15795234  0.02461973 -0.06480967  0.01825658 -0.15822591
  0.07695339 -0.1337016  -0.09939601 -0.11189356  0.07428836  0.1321634
 -0.00018215  0.13568358 -0.05681513  0.16417585  0.03379139 -0.08961991
  0.00829323 -0.005894   -0.15366474  0.0288191  -0.16747297 -0.02777399
  0.0223444  -0.09315993 -0.07009037  0.06253547  0.08087384 -0.11468343
 -0.00817453 -0.15479918 -0.1644806  -0.07627887  0.11442951  0.04409861
  0.02601879 -0.14297062  0.089306    0.06824693  0.04290789  0.08903287
  0.01141817  0.13727547 -0.01384011 -0.04087769  0.12140471  0.1496905
 -0.06456879 -0.03481672 -0.0161268   0.05798661  0.0569459  -0.15573233
  0.00937425  0.03830107 -0.14880379 -0.11088984]",[1],-1,1.0136950479157538,-1.0136950479157538
350,falcon,"[-0.0499628   0.14412257 -0.07917855  0.06599309 -0.0065459   0.14255786
  0.0362552   0.1657672   0.05538126 -0.01807353  0.10911819 -0.06456734
 -0.03223035 -0.10669909 -0.07384159 -0.02689466  0.1366842   0.121774
 -0.07680295  0.08951221 -0.10480964  0.02069004 -0.15395224 -0.09474973
  0.1247409  -0.0582942  -0.11848895 -0.01170759 -0.02406167  0.15703575
 -0.03905573 -0.16580315 -0.1417839  -0.12275223  0.13663441  0.07028857
  0.10369505  0.16429563  0.07408222 -0.11389226 -0.01858022 -0.10887145
 -0.1275524   0.12553811 -0.04937702 -0.13572389 -0.05553572  0.04942517
  0.13439402  0.06052875 -0.11987902 -0.08738396 -0.02262275  0.0399303
  0.02349813  0.08844995 -0.11209892 -0.13063811 -0.16595948 -0.14628895
  0.05844976  0.10679327  0.01451088  0.01371334 -0.12236417  0.05188156
  0.15094705  0.04181478 -0.1498233   0.01486514  0.15838403 -0.02681682
  0.08995549  0.13293968  0.1224163   0.13219678 -0.07675591 -0.16837533
 -0.0392256   0.11796156  0.03765479 -0.1155416   0.00500316  0.07172871
 -0.02712667  0.08489588 -0.14625259  0.00568044 -0.09130201 -0.00805156
  0.0021607   0.13879801 -0.01887299 -0.157618    0.15684892  0.03988239
  0.05853873 -0.0278582  -0.08180995  0.16885729]",[1],-1,1.0055457043647573,-1.0055457043647573
351,within,"[-0.12498181  0.1111605   0.10989267  0.13014342  0.0098143   0.0433991
 -0.131573    0.06773294  0.09142379  0.0799541   0.0879692  -0.0615963
  0.14322396 -0.07354353 -0.08076712  0.15502737  0.15283112  0.0115054
 -0.158525   -0.01436284 -0.00773544 -0.01280618 -0.03762547 -0.01642035
 -0.14356144  0.08713991 -0.06739581  0.12798056  0.04377703 -0.12774116
  0.10240331  0.11429511  0.10562821 -0.01422012 -0.02514665  0.14107792
 -0.15117991 -0.11819896 -0.03227019 -0.04831564  0.09308722  0.13184746
  0.06667394 -0.01845026  0.07301176  0.13913606 -0.04316788 -0.12482295
  0.10058118 -0.10184933  0.10672022  0.12422106  0.10397045  0.13159266
 -0.05846608 -0.00634773 -0.0614036  -0.06346259 -0.08346157 -0.10030466
 -0.07012531 -0.11526695  0.13905431 -0.04283246 -0.13272572 -0.11069044
  0.10859849  0.05657435  0.01482714  0.12974715  0.02703429 -0.06151479
 -0.14084548  0.06840611  0.16590972  0.10304215 -0.15372625  0.00598513
 -0.12799089 -0.08666933 -0.1501813   0.14832203  0.09951109 -0.08627042
  0.13937317  0.08664843  0.0138724   0.1517272  -0.12657617  0.09282557
  0.12055337 -0.08097414 -0.1540915  -0.06522208 -0.04929999  0.07407994
 -0.03028098  0.08759429 -0.13255925  0.10029598]",[0],1,1.0149448815927757,1.0149448815927757
352,go,"[ 0.03044307  0.07408835 -0.14958908 -0.06553371 -0.06077859 -0.07150681
 -0.07990817 -0.15224354  0.14249595 -0.15314913 -0.16517833  0.02896983
  0.16453196  0.10768835  0.10772368 -0.05028553 -0.12242317  0.11298881
 -0.11946765  0.0526868  -0.01793559 -0.15892923  0.13141012  0.12218776
  0.09030027 -0.05770912  0.08446304  0.10711877  0.15583472 -0.10950822
  0.08334897 -0.04591731 -0.07371741  0.05699807 -0.06350809 -0.0035112
 -0.13931261  0.11547211  0.15342787  0.05970398 -0.11022776  0.1341076
 -0.03378024  0.16608277 -0.07101421 -0.07982974 -0.13960555  0.08441518
  0.16370389 -0.0794572  -0.01706585 -0.01230887  0.1571947   0.05612595
  0.05438861  0.09403472  0.05029066  0.07630381 -0.16765466  0.1459939
 -0.00256716 -0.0471626  -0.12868746 -0.10954995 -0.00198382  0.15253371
 -0.104268    0.03456001 -0.15810825  0.11354227  0.05300754 -0.01646519
 -0.06476145  0.11472689 -0.01881359  0.05441426 -0.00118794 -0.1596881
 -0.04706734  0.11326279 -0.03774565  0.0683855   0.04334575 -0.04058778
 -0.05859243  0.05238747  0.05655447  0.03877665 -0.08141286  0.10347673
 -0.16368736 -0.09167385  0.16706443  0.13063176  0.1542155   0.03272087
 -0.07504227 -0.03883093 -0.08402421  0.00346422]",[1],-1,0.9928647709915344,-0.9928647709915344
353,congrats_spacex,"[ 0.12514459 -0.17770176 -0.02469464  0.14331472  0.02301108 -0.06894651
 -0.03449745  0.03763912  0.10376575 -0.01358132 -0.04113945 -0.17356718
 -0.06071484 -0.04953038 -0.1093628   0.00601161  0.1234042  -0.14381848
  0.02035699 -0.017476    0.02015034  0.0292313  -0.14330494  0.13571219
 -0.00556096  0.13947071 -0.00102665  0.1737559  -0.10873033  0.12846501
  0.08643652 -0.09303042 -0.05805302  0.0400589   0.05103636  0.0590582
 -0.18302765 -0.08193102  0.02585314 -0.01219165  0.10109132 -0.11154463
  0.04198297 -0.16441137 -0.03082806 -0.1404823   0.03132498 -0.00989224
  0.14367962 -0.00462788 -0.099057   -0.06254988  0.16881423  0.14721979
  0.18206267  0.00910951 -0.03486192  0.13858284 -0.1408518  -0.07168946
 -0.1532355   0.08563925 -0.07846399 -0.10468447 -0.11249635  0.11543164
  0.01515525 -0.16996858 -0.06883177  0.08713292 -0.00678313 -0.04990365
 -0.02555121 -0.11561406 -0.18086646 -0.11050934  0.14867885 -0.1287294
 -0.04523999 -0.06800666 -0.0570842   0.04352221 -0.0469507   0.02149576
  0.01773397 -0.05437738 -0.1239503   0.16863118 -0.01626482  0.09413357
 -0.0207599   0.1707918  -0.0126742   0.1569653  -0.0036189   0.01569638
  0.15622918  0.15592934  0.05715162  0.10239065]",[1],-1,1.015437798236054,-1.015437798236054
354,order,"[ 0.09202587  0.1398487  -0.05982501  0.09823208  0.16114727 -0.1181518
  0.12923689  0.15594447 -0.07792999 -0.0763495  -0.13763629 -0.02154833
 -0.15394416  0.12094869 -0.04828373 -0.0481316  -0.11280012 -0.11931928
  0.14539804 -0.09435234  0.04466652  0.12906608 -0.11569661  0.15598632
  0.06574897 -0.07146133 -0.08712368 -0.08885565 -0.11403079 -0.06369773
 -0.00892824  0.04697758 -0.13856839 -0.00822219 -0.06712344 -0.10623121
 -0.09253768  0.15573587  0.07140001 -0.15348093  0.08471357  0.00261987
  0.00515253 -0.01652582  0.1400754   0.01402842  0.02453263  0.11240403
  0.1485903   0.01897458  0.12190521 -0.01709883 -0.10268869 -0.15324558
 -0.08352994 -0.08082902 -0.11156139 -0.01612933  0.09949545 -0.10419783
 -0.05190165 -0.08374547 -0.00902587  0.09060822 -0.16114418  0.02607779
  0.10215946 -0.14936456 -0.07777265  0.02170338  0.05531015 -0.07379051
 -0.11299643 -0.03308403 -0.04221746  0.14213386  0.00337697 -0.13305283
 -0.10116255  0.11831679 -0.14486575  0.07984114 -0.16459283  0.16883565
 -0.03534439  0.0744565  -0.03664099  0.09194642 -0.09809359 -0.08292843
 -0.10668925  0.13873017  0.1487395   0.12728685 -0.09448546  0.0336833
 -0.0356331   0.02757071 -0.10560349 -0.10842367]",[1],-1,1.023352893298067,-1.023352893298067
355,area,"[ 0.10460886  0.01892823 -0.05841507  0.1580724   0.08002067 -0.12420337
 -0.07222655 -0.15867393  0.11253386  0.03424173  0.09239428 -0.0067111
  0.13413478 -0.11246628  0.07776461 -0.01195802  0.08550385  0.08625573
  0.15124588  0.15427089 -0.12634872  0.07067076  0.1701758   0.0919608
 -0.10797314 -0.03584527 -0.05703363 -0.00523108 -0.03683356  0.06709662
  0.07609583  0.15821059  0.12641817 -0.05309692 -0.11922146 -0.14702837
 -0.07814762 -0.08865552  0.16118588  0.16064554 -0.04863003  0.02592543
 -0.12937027 -0.11156141  0.10409199  0.02796372 -0.15003094  0.01017046
 -0.12642403  0.12071279  0.01129965  0.00721901 -0.11965458  0.1385047
  0.00231024 -0.12592246 -0.03515108  0.13013744 -0.07631087 -0.08430449
 -0.00374539  0.08819833 -0.15462975 -0.12895246 -0.13696931  0.01476429
 -0.02108944 -0.11949492 -0.1663077   0.06217835  0.15152597  0.03728781
 -0.1374019   0.03806404 -0.11313001  0.03066373 -0.04247221 -0.15914337
 -0.01914804 -0.11262603  0.07371808 -0.15268117 -0.04112208 -0.05639089
 -0.04684611  0.02077374  0.014464   -0.05407528 -0.08893314 -0.13040972
 -0.10517769  0.11881824 -0.08286646  0.14900653  0.03565133  0.09724165
  0.07974835 -0.10700868 -0.05068693  0.12759624]",[0],1,1.003295847279276,1.003295847279276
356,months,"[-0.04393766 -0.15184915 -0.09422136 -0.12988353 -0.09041077  0.12121037
  0.14443228 -0.04637513 -0.0554365   0.09737586  0.17756884 -0.12348755
  0.00692175  0.11078335 -0.13153644 -0.05830998  0.00680012  0.01120246
 -0.15880738  0.0730931  -0.08098249  0.02065142 -0.0601786  -0.08886832
  0.05990529  0.16486189  0.07586023 -0.15506789 -0.0273489   0.12159105
 -0.02734101  0.06210825  0.00633651 -0.13555783  0.04790929  0.12491179
 -0.12966676 -0.06305762 -0.05368057 -0.12260131  0.06660905  0.08465106
  0.03720826 -0.06948988  0.13482456  0.05686808  0.1187352  -0.04021946
  0.07936446 -0.02481842  0.08603272 -0.04084843 -0.0045493   0.1636745
 -0.11394078 -0.14271112 -0.01498222  0.13278297 -0.11292187 -0.04477268
 -0.00349562 -0.15905961 -0.11308061  0.18262401 -0.13216212 -0.0060616
 -0.12072509 -0.13572223  0.04810334 -0.1436846  -0.03066903 -0.15326126
  0.13669586  0.09621631 -0.17772159 -0.10259947  0.08238459  0.09514643
 -0.01299792  0.01697938 -0.07677466 -0.0957188  -0.05501768 -0.03572286
 -0.15724894  0.02163077  0.14509554  0.1300065   0.05929613  0.01023518
  0.05838584 -0.0461676  -0.09560274  0.17883374 -0.06313179 -0.12496352
 -0.13979892 -0.05597563 -0.02465845  0.10488267]",[1],-1,1.0155483770838167,-1.0155483770838167
357,peace,"[ 0.05783493 -0.12713167 -0.10460048  0.12539129  0.07569942  0.13924392
 -0.05843242  0.01399583 -0.11181803  0.11605973 -0.02326947 -0.09326179
 -0.08344132 -0.10747986 -0.13302891  0.1042624   0.1674923   0.13891646
 -0.09918915  0.00712407  0.14344914 -0.11011388 -0.05638586 -0.15059215
  0.09978302 -0.06672932 -0.00404361  0.08725178  0.13744538 -0.06079432
  0.09631381 -0.07927234 -0.06836265  0.0984519  -0.05909054 -0.0240583
  0.02103012  0.10421443  0.07722161  0.11479431  0.01401349 -0.03995488
 -0.01601295  0.05507694  0.16795732  0.04532713  0.14125848 -0.03141835
  0.13845459  0.10783289 -0.00235071  0.00072674  0.15439339  0.17147617
  0.07190336  0.15808734  0.09482759 -0.13470492 -0.01837623  0.05811864
  0.00373517  0.06832682 -0.07753983  0.07451202 -0.17356881 -0.13724464
 -0.14049025 -0.11850103  0.14559376 -0.13808507 -0.04200998 -0.02990193
  0.05038255  0.11155947  0.15626411  0.07268321 -0.03985171  0.14250158
  0.15549938  0.0355217   0.05618316 -0.08989518  0.09753735 -0.1159619
 -0.0629181  -0.00436402  0.0663403  -0.1450783   0.04592234  0.12563457
 -0.01303626 -0.14278707  0.08318496  0.1529226  -0.12959743  0.05623658
 -0.12571084  0.00574065  0.10651271  0.05598322]",[0],1,0.9783926995933341,0.9783926995933341
358,kids,"[-0.01424277  0.06192514  0.00427062 -0.116728   -0.11723457 -0.16353154
  0.01706647 -0.08947059 -0.01639961 -0.10821997 -0.07313184 -0.17317
  0.13431922 -0.14835934  0.02303743  0.13589366 -0.0928836  -0.00194989
  0.11031303  0.08904109  0.05835843 -0.07695788 -0.17218104  0.1388039
 -0.07251207 -0.00994965  0.13733108  0.08256461 -0.10416915  0.0502294
  0.01606627  0.10947614  0.01528237  0.04292171  0.12842882  0.06549845
  0.16400744 -0.06699464  0.03622771 -0.05230359 -0.04813463  0.16505963
 -0.13495898 -0.16612366 -0.01794836  0.01426714  0.10516197 -0.04138943
  0.03542319  0.02645521  0.03574158 -0.11529847 -0.13371706 -0.14257468
 -0.09091733 -0.01668206 -0.08239396  0.18249972  0.03348867  0.10929251
  0.09970364  0.11967088  0.15768886  0.11304718  0.062448    0.04625831
 -0.17672683 -0.05897103 -0.11007262 -0.02824206 -0.13641176  0.00145727
  0.04292477 -0.01856703  0.08586124  0.07931464 -0.11388708 -0.08142295
  0.05146368 -0.11827391 -0.16398801  0.00537641 -0.00293236 -0.1717593
  0.14947222  0.17753397  0.05348112  0.11960081 -0.07088958 -0.15332678
  0.00258674 -0.00386222 -0.10771835  0.07552101  0.12471627  0.0544489
 -0.12527233 -0.07008947 -0.14116961 -0.03878862]",[0],1,1.0066939419901388,1.0066939419901388
359,word,"[-0.0277665   0.14057447  0.11117841 -0.13695356 -0.1277475  -0.14926864
 -0.13986664  0.0624087   0.01869773 -0.03506492  0.081121    0.10781613
 -0.03301212  0.00502115  0.06218628  0.1026254   0.07262868  0.12119386
  0.0658951  -0.05525931  0.15180998  0.05829077  0.04488695 -0.13314277
  0.1633085  -0.12255009 -0.09528977 -0.06742636 -0.08169319  0.03142336
  0.11996076 -0.10918815 -0.15700658  0.03189822  0.03719232  0.05920041
 -0.06142271  0.01155029  0.09459762  0.02887233  0.01085614  0.16085532
  0.01462222 -0.16664732  0.09970968  0.04596577 -0.10852045  0.16705982
 -0.14890397 -0.02275529 -0.1058438  -0.06062548  0.15745835  0.06898873
  0.11463011 -0.15421127  0.13860852  0.04057772 -0.01222194  0.02350103
 -0.14553086 -0.13633071  0.06009021 -0.15075263 -0.1361847  -0.05544667
  0.16122174  0.06145627 -0.11994286  0.00246594 -0.16565613  0.04083066
  0.00955032  0.12471191  0.03425818 -0.07417085  0.09304177 -0.10394768
  0.14814308  0.12237566 -0.10072296 -0.14711198  0.02821852 -0.07726013
 -0.12858418 -0.11276874 -0.02475382 -0.15362813  0.03260035 -0.07618766
 -0.0250319  -0.11039104  0.03925243  0.15122105  0.1568813  -0.0183148
 -0.09075473  0.04980846  0.00452541 -0.03327914]",[1],-1,1.0060398991082582,-1.0060398991082582
360,standard,"[ 0.14084975 -0.12437054 -0.12987074 -0.04639046 -0.1613292  -0.02307001
  0.11863064  0.00577894 -0.10974201  0.13430724 -0.03149317  0.1535514
  0.11362609  0.1153509  -0.00503877 -0.12818581 -0.03694036 -0.10258541
 -0.1552291  -0.11146311 -0.14589393  0.11277581  0.00753563  0.1049697
 -0.15150408 -0.0378678  -0.05063942  0.1444171   0.0146391  -0.08593481
  0.05157464 -0.13910855  0.06868325 -0.1442291   0.02997074  0.1416837
 -0.03678936  0.07853672 -0.05938366 -0.15292062  0.00217844 -0.10812668
 -0.09964791 -0.07679958  0.05525072 -0.036298   -0.09063969 -0.01409382
 -0.0671914   0.05337677 -0.06339078  0.139808   -0.0984672   0.03629644
 -0.05106521 -0.13984019  0.10787749 -0.03144459  0.05222325 -0.13538086
 -0.02345565 -0.14150143 -0.01545352 -0.11079618  0.04127815 -0.08674353
 -0.14338133 -0.06826828 -0.15176539  0.02759305  0.11950357 -0.05404669
  0.13286243 -0.16543996 -0.08608869 -0.02468525  0.04766611  0.04268637
 -0.02637562 -0.05606134 -0.03648375 -0.14579527  0.13962327  0.03695446
 -0.15264165 -0.07891659  0.0130923   0.13303828  0.08729703  0.1648643
  0.12653232 -0.01000921  0.08834863 -0.10354174 -0.02273625 -0.14409018
  0.13776758 -0.10423043  0.14036189 -0.13093577]",[1],-1,0.9991253243194048,-0.9991253243194048
361,texas,"[ 0.0956021  -0.04923777  0.10839093  0.07655079 -0.1060306  -0.04733549
  0.10002103  0.14230457 -0.12032056 -0.05751025  0.05609579 -0.10334315
  0.03649239 -0.03779349  0.10808825 -0.08367211  0.12221809 -0.11915448
  0.08665255  0.12744121  0.11379474  0.15103842  0.14882852  0.10668758
 -0.14821595 -0.1490555   0.02588964 -0.07632107  0.12288173 -0.1399289
  0.01391228 -0.11759825 -0.11379186 -0.1605078   0.12024578  0.0945861
  0.10675023 -0.14716524  0.1438797   0.01341267 -0.13078685 -0.05486156
  0.08115733 -0.06604913 -0.10221346  0.02810066 -0.06414315 -0.12865646
  0.10110924  0.05673071 -0.14757815 -0.08112137  0.04524027  0.08740325
 -0.12002262  0.01401095  0.04793255 -0.12902825  0.15452576  0.01856192
  0.01497802 -0.12539524 -0.05252082  0.01291282  0.07512841  0.08267819
 -0.04547931  0.09646332  0.07104781  0.14005613 -0.12964469 -0.09857634
  0.15484746  0.06172998 -0.08381031 -0.0599848  -0.00914088 -0.14216883
 -0.01929344 -0.09315835  0.08362355  0.11921235  0.04141328 -0.15815212
  0.12609355  0.1579956   0.01351912  0.076409    0.1379199  -0.08970267
 -0.03505687  0.1324847   0.139311   -0.09625995 -0.11072192  0.10645431
  0.0011008  -0.09217634  0.02234276 -0.02439497]",[1],-1,1.0018893870338865,-1.0018893870338865
